brand,price,address,image_link-src
Samsung galaxy j3,69.900 ,Plateau,media/annonces/pics/f2a7271fdad0d98147a35f1d72cc541a.jpg
Samsung galaxy j7 pro,154.900 ,Plateau,media/annonces/pics/ed817d5380e019d1236ca07d97d873f9.jpg
Samsung j one ace,35.000 ,Plateau,media/annonces/pics/f2f2c18c94df56147840fd7c30bc4891.jpg
Iphone 5s,50.000 ,Plateau,media/annonces/pics/ccc4a6c17735b7f3bb53a6b7433578e3.jpg
Iphone 8 64 GB,330.000 ,Plateau,media/annonces/pics/e320f6d216794c99cdda57bd7d23828a.jpg
huawei P8,55.000 ,Plateau,media/annonces/pics/92a43e90024719494098594f8411a96a.jpg
Microsoft lumia 535,44.900 ,Plateau,media/annonces/pics/80c8153cf18b4a38366ad3fb912e32fc.jpg
Iphone 7,324.900 ,Plateau,media/annonces/pics/b76938c7bb6301e1309618b7ccbc122e.jpg
Iphone 7 plus noir,350.000 ,Plateau,media/annonces/pics/058688b58d84c5efcfe6c037d5591ebf.jpg
Iphone x,550.000 ,Plateau,media/annonces/pics/6a9f87e5218a4b103406cc83547659f2.jpg
Invens f3,47.000 ,Plateau,media/annonces/pics/b06e44f0bae66517f9ed88b463111720.jpg
Samsung galaxy s6 edge,159.900 ,Plateau,media/annonces/pics/2b5f383276709aa42378bd2fdb9a1b1d.jpeg
Vends  Samsung galaxy s6 32gb,120.000 ,Plateau,media/annonces/pics/837dc31e1238f3bd57bc067d1eb90925.jpg
Samsung galaxy a6 plus 32go,185.000 ,Plateau,media/annonces/pics/666b724124b5d87b4084c4222092eda9.jpg
Samsung grand prime pro,73.000 ,Plateau,media/annonces/pics/bba1886e0dd90aaf190fcc776438b2d2.jpg
Vends un Iphone SE 16 GO,130.000 ,Plateau,media/annonces/pics/b33faa3925a356003cb0d7176756741a.jpg
Samsung galaxy s6,150.000 ,Plateau,media/annonces/pics/182031e33f43765c00cd283d86228590.png
Vends Samsung galaxy s7 32gb,170.000 ,Plateau,media/annonces/pics/6baa80c5e1d8f13710f9e07b56106577.png
Infinix note 4/pro,100.000 ,Rufisque,media/annonces/pics/0900236fb448380ecd64c17e3388ba37.jpeg
Iphone 7 plus 128 GB,450.000 ,Plateau,media/annonces/pics/82df76b63780021e38fdc76ce2e66aee.jpg
Iphone 7 plus 256 GB,470.000 ,Plateau,media/annonces/pics/5cec529981cf55b76808f6ccb5f94880.jpg
Iphone 7 plus 32 GB,380.000 ,Plateau,media/annonces/pics/535bfd2a3fb666d844997ae40c2e82e9.jpg
Iphone 6S plus 32 GB,250.000 ,Plateau,media/annonces/pics/02bb0fbc40e8a15a8ec41c119bd71095.jpeg
Iphone 6S 32 GB,130.000 ,Plateau,media/annonces/pics/9d917cb805162158fd036e21629a871f.jpeg
Iphone 6 PLUS 32 GB,280.000 ,Plateau,media/annonces/pics/f25a6746ccb169c2b714b956c601eef2.jpeg
Iphone 6 32 GB,120.000 ,Plateau,media/annonces/pics/97a683540200fc8f3d79627c8e00fe30.jpeg
SAMSUNG GALAXY S9 64GB,430.000 ,Plateau,media/annonces/pics/84edbd31160964f69d551e0cde0dbaed.jpg
SAMSUNG GALAXY S7 PLUS,200.000 ,Plateau,media/annonces/pics/9689871526ee8eb94211ffa0140cd155.jpg
SAMSUNG GALAXY S7,160.000 ,Plateau,media/annonces/pics/0a6a89ec8d3e3274188b66d1c5770b7f.jpg
SAMSUNG GALAXY S8,320.000 ,Plateau,media/annonces/pics/5ecfd5b78f5cf12c772430c3ec57dba0.jpg
SAMSUNG GALAXY S8 PLUS,350.000 ,Plateau,media/annonces/pics/4ded14c021475c5134be55ae087bd3c5.jpg
Iphone 7 plus,375.000 ,Plateau,media/annonces/pics/70f8360ea76278f41dce1282b4a4d851.jpg
