web-scraper-order,web-scraper-start-url,articles_links,articles_links-href,Brand,Price,Adress,image_link-src
"1732655556-171","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Firdawsi automobile","https://www.dakarvente.com/annonce-45371-firdawsi-automobile.html","Firdawsi automobileConcessionnaires automobiles à proximité","250.000  FCFA","Dakar","media/annonces/pics/ce4b5281b1aeca76aba2ada2ad91db91.jpeg"
"1732655559-172","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Firdawsi automobile","https://www.dakarvente.com/annonce-45372-firdawsi-automobile.html","Firdawsi automobile","40.000  FCFA","Dakar","media/annonces/pics/a242a42ed1a8008ca0fa2119910d47d6.jpeg"
"1732655563-173","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Firdawsi automobile","https://www.dakarvente.com/annonce-45373-firdawsi-automobile.html","Firdawsi automobile","50.000  FCFA","Dakar","media/annonces/pics/c4394921d9888413b560b7f506c85b8d.jpeg"
"1732655567-174","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Firdawsi automobile","https://www.dakarvente.com/annonce-45374-firdawsi-automobile.html","Firdawsi automobileConcessionnaires automobiles à proximité","35.000  FCFA","Dakar","media/annonces/pics/95f0b7d5221be5423ea2c2bfeb697d40.jpeg"
"1732655570-175","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Firdawsi automobile","https://www.dakarvente.com/annonce-45375-firdawsi-automobile.html","Firdawsi automobile","35.000  FCFA","Dakar","media/annonces/pics/b17fc8ce6914866b44a07de24f2bd97d.jpeg"
"1732655574-176","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Firdawsi automobile","https://www.dakarvente.com/annonce-45376-firdawsi-automobile.html","Firdawsi automobileConcessionnaires automobiles à proximité","130.000  FCFA","Dakar","media/annonces/pics/33b8ac7c4f6c760d91a02753f40d0374.jpeg"
"1732655583-177","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Firdawsi automobile","https://www.dakarvente.com/annonce-45378-firdawsi-automobile.html","Firdawsi automobile","40.000  FCFA","Dakar","media/annonces/pics/9d3a6a2b49fad05a7893e83fed9b70d4.jpeg"
"1732655586-178","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Firdawsi automobile","https://www.dakarvente.com/annonce-45379-firdawsi-automobile.html","Firdawsi automobile","40.000  FCFA","Dakar",""
"1732655591-179","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Firdawsi automobile","https://www.dakarvente.com/annonce-45380-firdawsi-automobile.html","Firdawsi automobileConcessionnaires automobiles à proximité","35.000  FCFA","Dakar","media/annonces/pics/cc89596ad800553fb054f047d72405ad.jpeg"
"1732655595-180","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Firdawsi automobile","https://www.dakarvente.com/annonce-45382-firdawsi-automobile.html","Firdawsi automobile","150.000  FCFA","Dakar","media/annonces/pics/c78e901b27763e6e13a4beea442f0cd2.jpeg"
"1732655598-181","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Firdawsi automobile","https://www.dakarvente.com/annonce-45383-firdawsi-automobile.html","Firdawsi automobile","120.000  FCFA","Dakar","media/annonces/pics/90f13e4ef3ce9856afc22e9dabcc9664.jpeg"
"1732655602-182","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Firdawsi automobile","https://www.dakarvente.com/annonce-45384-firdawsi-automobile.html","Firdawsi automobile","150.000  FCFA","Dakar","media/annonces/pics/c3e4aca6d4d165a122a69b627f28f185.jpeg"
"1732655606-183","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Firdawsi automobile","https://www.dakarvente.com/annonce-45385-firdawsi-automobile.html","Firdawsi automobile","60.000  FCFA","Dakar","media/annonces/pics/c9c7d6a74dd674d12bb776f2f641692d.jpeg"
"1732655610-184","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Hyundai Sonata 2018","https://www.dakarvente.com/annonce-45547-hyundai-sonata-2018.html","Hyundai Sonata 2018","35.000  FCFA","Almadies","media/annonces/pics/93b4b66b1fa0b6a9f408d4d27c3804d7.jpeg"
"1732655614-185","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","BUS A LOUER AVEC CHAUFFEUR","https://www.dakarvente.com/annonce-45866-bus-a-louer-avec-chauffeur.html","BUS A LOUER AVEC CHAUFFEUR","60.000  FCFA","Pikine","media/annonces/pics/44d0fb4f95a4ef7ecbb15e57c188a920.jpeg"
"1732655617-186","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Location Ford Escape titanium 2014","https://www.dakarvente.com/annonce-45868-location-ford-escape-titanium-2014.html","Location Ford Escape titanium 2014","35.000  FCFA","Keur Massar","media/annonces/pics/4ca062de9696ca9a5eb69d92a7bd79d5.jpeg"
"1732655620-187","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Subaru forester","https://www.dakarvente.com/annonce-45973-subaru-forester.html","Subaru forester","35.000  FCFA","VDN","media/annonces/pics/0624e1ebd4b8bb1f05e8fa6483489b21.jpg"
"1732655624-188","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Firdawsi automobile","https://www.dakarvente.com/annonce-45381-firdawsi-automobile.html","Firdawsi automobile","250.000  FCFA","Dakar","media/annonces/pics/2faacfde866a9091c21a903ea27e07de.jpeg"
"1732655628-189","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Dodge caravan","https://www.dakarvente.com/annonce-47137-dodge-caravan.html","Dodge caravan","35.000  FCFA","Ouakam","media/annonces/pics/414a43c0050d6f20827ae56b7186713c.jpeg"
"1732655632-190","https://dakarvente.com/index.php?page=annonces_categorie&id=8&sort=&nb=1","Location voiture","https://www.dakarvente.com/annonce-48228-location-voiture.html","Location voiture","25.000  FCFA","Mamelles","img/nophoto.png"
